"ISO3V10","Country","EPI_regions","Landlock","NoFor","NoEle","GDPCAP","GDPgroup","POP","EPI","EH","EV","eh.eh","ev.water","eh.water","ev.cc","eh.air","ev.air","ev.forest","ev.fish","ev.ag","ev.bh","ACSATINV","CHMORT","INDOOR","PM25","WATSUPINV","AGSUB","AZE","CO2CAP","CO2GDP","CO2KWH","FORCOVINV","FORGROINV","FORLOSS","FSOC","MPAEEZ","PACOV","POPs","RENEW","SO2CAP","SO2GDP","TCEEZ","WATUSEINV","EPI_trend","EH_trend","EV_trend","EH_EH_trend","EV_Water_trend","EH_Water_trend","EV_CC_trend","EH_Air_trend","EV_Air_trend","EV_Forest_trend","EV_Fish_trend","EV_Ag_trend","EV_BH_trend","ACSATINV_trend","CHMORT_trend","INDOOR_trend","PM25_trend","WATSUPINV_trend","AGSUB_trend","AZE_trend","CO2CAP_trend","CO2GDP_trend","CO2KWH_trend","FORLOSS_trend","FORGROINV_trend","FORCOVINV_trend","FSOC_trend","MPAEEZ_trend","PACOV_trend","POPs_trend","RENEW_trend","SO2CAP_trend","SO2GDP_trend","TCEEZ_trend","WATUSEINV_trend"
"MTQ","Martinique","Latin America and Caribbean",0,0,0,14771.52,"Upper",NA,NA,NA,NA,90.06,45.73,NA,NA,NA,NA,86.13,36.42,0,49.63,NA,90.06,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,58.38,29.8,48.27,100,0,NA,NA,NA,43.05,45.73,NA,NA,NA,14.04,-27.13,NA,NA,NA,NA,-6.94,12.61,0,0.31,NA,14.04,NA,NA,NA,NA,NA,NA,NA,NA,-20.81,NA,0,22.04,0.32,0,0,NA,NA,NA,3.17,-27.13
"MUS","Mauritius","Sub-Saharan Africa",0,0,0,12269.51984,"Middle",1281214,NA,80.53,NA,77.49,36.9,67.14,NA,100,NA,95.32,52.61,95.45,18.4,50.11,77.49,100,NA,84.18,100,0.23,NA,NA,NA,100,100,85.95,11.92,24.46,28.29,86.36,NA,NA,NA,93.3,36.9,NA,10.44,NA,-4.12,-31.55,0,NA,50,NA,-2.34,0,16.67,0,0,-4.12,50,NA,0,0,0,NA,NA,NA,-7.02,0,0,-50,0,0,50,NA,NA,NA,50,-31.55
"MWI","Malawi","Sub-Saharan Africa",1,0,0,791.3116778,"Lower",14900841,NA,29.53,NA,22.01,59.12,24.02,NA,50.07,NA,42.61,NA,0,95.47,17.52,22.01,0.15,100,30.52,NA,96.64,NA,NA,NA,19.49,37.92,70.42,NA,NA,94.88,0,NA,NA,NA,NA,59.12,NA,22.51,NA,33.41,-20.44,23.5,NA,-0.27,NA,-28.69,NA,0,0,9.38,33.41,-0.54,0,37.62,NA,0,NA,NA,NA,-14.79,-31.04,-40.25,NA,NA,0,0,NA,NA,NA,NA,-20.44
"MYS","Malaysia","East Asia and the Pacific",0,0,0,13186.24219,"Middle",28401017,62.51,85.28,52.75,80.63,48.4,82.56,27.99,97.3,41.49,17.4,31.04,95.45,90.1,65.13,80.63,100,94.61,100,100,99.99,43.14,32.31,4.21,38.98,0,13.21,62.08,74.15,100,86.36,6.35,36.38,46.6,0,48.4,8.27,35.44,-13.96,27.44,-25.8,45.3,-24.85,41.58,-27.78,-41.3,-4.58,33.33,0,40.61,27.44,33.16,50,50,50,0,-50,-1.98,-31.63,-43.39,-50,-30.51,-9.17,0,0,0,-12.78,-35.22,-20.34,0,-25.8
"MYT","Mayotte","Sub-Saharan Africa",0,0,0,4900,"Middle",204114,NA,NA,NA,100,100,NA,NA,NA,NA,41.44,57.22,0,50.8,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,12.16,NA,100,29.8,51.04,15.41,0,NA,NA,NA,84.63,100,NA,NA,NA,0,0,NA,NA,NA,NA,-29.28,9.03,0,0.43,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-43.92,18.05,0.41,4.08,0,NA,NA,NA,0,0
"NAM","Namibia","Sub-Saharan Africa",0,0,0,5807.064425,"Middle",2283289,50.68,43.87,53.6,46.1,38.19,29.22,67.49,54.06,1.37,48.31,23.93,66.67,80.83,8.57,46.1,8.13,100,49.86,100,NA,88.56,61.75,17.2,19.53,39.44,85.95,26.17,77.79,82.76,0,82.03,2.74,0,21.69,38.19,1.23,22.03,-15.79,30.26,-30.9,27.22,-38.26,0.38,-41.97,-25.85,10.87,0,16.52,4.44,30.26,0.75,0,50,0,NA,-50,-16.45,-50,-7.02,-30.28,-40.24,10.45,34.7,4.9,0,-50,-50,-33.93,11.29,-30.9
"NCL","New Caledonia","East Asia and the Pacific",0,0,0,15387,"Upper",254000,NA,NA,NA,83.33,67.88,NA,NA,100,NA,95.32,36.55,0,68.62,NA,83.33,NA,100,NA,NA,29.96,NA,NA,NA,100,100,85.95,0,81.24,100,0,NA,NA,NA,73.11,67.88,NA,NA,NA,10.45,-16.06,NA,NA,0,NA,-2.34,-11.11,0,41.32,NA,10.45,NA,0,NA,NA,15.29,NA,NA,NA,-7.02,0,0,-50,50,50,0,NA,NA,NA,27.78,-16.06
"NER","Niger","Sub-Saharan Africa",1,1,0,653.0261094,"Lower",15511953,NA,15.81,NA,10.58,45.1,5.71,NA,36.36,NA,20.82,NA,84.85,41.59,2.02,10.58,0.15,72.57,9.4,100,NA,NA,NA,NA,19.27,22.38,NA,NA,NA,41.59,54.55,NA,NA,NA,NA,45.1,NA,17.14,NA,32.24,-27.45,4.21,NA,-0.14,NA,-39.59,NA,0,0,1.49,32.24,-0.07,-0.2,6.94,0,NA,NA,NA,NA,NA,-38.81,-40.37,NA,NA,0,0,NA,NA,NA,NA,-27.45
"NFK","Norfolk Island","East Asia and the Pacific",0,1,0,NA,NA,2155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.97,0,45.01,NA,NA,NA,NA,NA,NA,19.28,NA,NA,NA,NA,NA,NA,0,53.58,100,0,NA,NA,NA,83.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,37.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,-50,50,0,0,NA,NA,NA,50,NA
"NGA","Nigeria","Sub-Saharan Africa",0,0,0,2135.461398,"Lower",158423182,40.14,16.54,50.26,12.68,27.07,11.21,60.03,29.61,62.56,33.33,30.52,66.67,52.69,8.26,12.68,4.16,55.06,14.17,100,0.03,100,57.6,9.55,0,0,100,50.98,38.61,75.94,0,22.9,71.48,53.64,10.05,27.07,5.84,13.08,-0.09,21.88,-36.46,2.31,6.65,6.24,50,-33.33,-7.97,0,0,-2.03,21.88,1.16,11.31,6.65,0,0,0,49.76,-21.77,0,-50,-50,-11.7,0,0,0,-50,50,50,-4.24,-36.46
"NIC","Nicaragua","Latin America and Caribbean",0,0,0,2499.386555,"Middle",5788163,59.23,54.93,61.07,69.66,40.76,26.2,61.44,54.19,42.59,15.14,51.39,71.21,95.27,15.67,69.66,8.38,100,36.73,100,NA,100,59.21,7.19,2.56,0,42.84,79.33,99.51,91.12,13.64,30.9,51.31,33.88,23.45,40.76,11.25,25.21,-0.18,44.13,-29.62,11.69,13.82,0.9,14.69,-42.43,-0.14,0,7.13,6.09,44.13,1.8,0,17.29,0,NA,0,9.17,20.73,-28.58,-50,-48.72,0,14.42,0,0,50,13.25,16.12,-0.29,-29.62
"NIU","Niue","East Asia and the Pacific",0,1,0,5949.64,"Middle",1354,NA,NA,NA,NA,NA,100,NA,100,NA,100,47.58,0,1.44,100,NA,100,NA,100,NA,NA,NA,NA,NA,100,NA,NA,0,1.35,100,0,NA,NA,NA,95.15,NA,NA,NA,NA,NA,NA,0,NA,50,NA,0,0,0,0,0,NA,50,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA
"NLD","Netherlands","Europe",0,0,0,36915.2523,"Upper",16612213,65.65,97.23,52.12,94.45,22.74,100,27.58,100,67.72,95.32,13.28,44.37,84.67,100,94.45,100,100,100,30.18,NA,22.14,46.94,13.14,100,100,85.95,19.31,93.53,71.88,72.73,9.55,53.81,81.62,7.24,22.74,1.98,1.11,2.69,2.22,-38.63,0,14.55,0,6.07,-2.34,0.47,26.24,4.37,0,2.22,0,0,0,39.36,NA,11.46,12.79,9.2,-7.02,0,0,-15.93,2.32,7.34,0,31.22,6.92,5.22,16.87,-38.63
"NOR","Norway","Europe",0,0,0,46926.20363,"Upper",4885240,69.92,100,57.03,100,54.37,100,56.3,100,66.03,98.13,13.68,31.82,63.74,100,100,100,100,100,0,NA,33.8,61.55,56.26,100,100,94.4,15.66,61.98,74.47,95.45,96.59,49.9,82.16,11.7,54.37,2.95,9.3,-2.26,18.61,-22.82,0,-9.96,0,5.66,-0.93,-12.7,0.51,13.9,0,18.61,0,0,0,0.76,NA,-8.05,5.85,-50,-2.8,0,0,-18.18,8.63,45.89,0,-11.28,5.73,5.58,-7.23,-22.82
"NPL","Nepal","South Asia",1,0,1,1075.388099,"Lower",29959364,57.97,37.93,66.56,54.51,37.33,24.71,88.65,18.01,55.18,100,NA,40.91,62.18,7.94,54.51,2.87,33.16,41.47,NA,NA,100,83.96,73.11,100,100,100,NA,NA,62.18,40.91,99.58,69.96,40.41,NA,37.33,11.26,27.5,-2.03,50,-31.33,14.45,1.6,-4.44,13.23,0,NA,0,0,8.18,50,-0.63,-8.25,20.72,NA,NA,0,11.57,-17.95,0,0,0,NA,NA,0,0,3.04,12.28,14.18,NA,-31.33
"NRU","Nauru","East Asia and the Pacific",0,1,0,5000,"Middle",9267,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,50,0,0,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,26.7,NA,NA,-25,0,0,NA,NA,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50,0,0,0,NA,NA,NA,0,NA
"NZL","New Zealand","East Asia and the Pacific",0,0,0,25738.12076,"Upper",4367800,66.05,95.03,53.62,90.06,40.33,100,44.57,100,39.2,60.44,28.4,78.3,74.43,NA,90.06,100,100,100,69.72,0.82,36.25,49.68,25.04,71.04,NA,39.25,27.77,100,83.94,95.45,71.63,27.39,51.02,29.02,40.33,6.44,7.36,5.69,14.71,-29.83,0,14.7,0,-8.22,-19.78,0.34,-5.31,35.34,NA,14.71,0,0,0,-7.97,0.84,23.13,18.13,-2.64,-30.37,NA,-14.48,-14.73,50,0.68,0,4.38,-12.23,-4.21,15.42,-29.83
"OMN","Oman","Middle East and North Africa",0,1,0,24226.47132,"Upper",2782435,44,73.85,31.21,82.39,29.37,42.14,11.87,88.48,17.89,100,25.95,31.73,59.69,42.82,82.39,100,76.96,41.47,47.59,NA,13.03,20.87,0.04,100,NA,NA,25,58.08,62.18,0,0,9.07,26.7,26.91,29.37,3.39,20.66,-10.75,48.65,-35.31,10.36,-23.24,-25,1.15,0,2.72,0,0,0,48.65,0,-50,20.72,0,NA,-50,-14.64,-4.1,NA,NA,0,9.17,0,0,0,0,-0.71,3,-3.72,-35.31
"PAK","Pakistan","South Asia",0,0,0,2416.658784,"Middle",173593383,39.56,28.62,44.25,33.35,6.09,29.03,56.73,18.76,41.17,22.64,20.5,66.67,60.05,12.78,33.35,9.18,28.35,45.28,100,NA,100,45.93,8.27,0,1.08,66.83,28.96,64.93,58.88,0,29.45,50.76,31.57,12.03,6.09,4.23,14.83,-4.44,16.01,-46.95,10.6,4.1,16.71,18.08,-38.68,-16.94,33.33,0,10.38,16.01,5.34,28.09,10.82,50,NA,0,6.63,-1.05,-16.59,-49.46,-50,-44.14,0,0,0,12.92,14.76,21.4,10.26,-46.95
"PAN","Panama","Latin America and Caribbean",0,0,0,12541.4214,"Middle",3516820,57.94,57.09,58.31,63.2,41.44,38.73,58.62,63.22,43.14,52.06,35.59,54.88,84.81,24.9,63.2,26.45,100,52.55,36.87,99.67,80.94,56.47,13.83,42.49,55.3,58.38,46.15,76.67,90.76,90.91,56.37,39.92,46.35,25.03,41.44,0.65,9.99,-6.99,12.77,-29.28,13.48,-12.79,0.94,8.23,-23.97,10.02,0,0.01,8.65,12.77,1.89,0,18.32,0,0,-50,22.36,-3.58,-20.81,-22.35,-28.75,0,0,0.06,0,-17.19,4.96,11.51,20.04,-29.28
"PCN","Pitcairn","East Asia and the Pacific",0,1,0,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,45.44,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0,0,0,0,NA,NA,NA,90.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA
"PER","Peru","Latin America and Caribbean",0,0,0,8558.359113,"Middle",29076512,50.29,45.7,52.25,48.55,24.37,28.52,67.3,57.18,13.86,64.45,24.12,57.08,74.04,24.24,48.55,14.37,100,32.81,42.44,74.89,97.51,61.59,18.41,53.69,NA,85.95,23.2,65.08,78.88,86.36,59.03,16.09,11.64,25.04,24.37,1.43,5.96,-2.28,7.79,-37.81,10.84,-18.21,-2.56,10.3,-17.77,-4.88,10.42,26.93,12.53,7.79,-5.12,0,9.15,0,13.48,-16.76,7.58,-50,-7.02,NA,-23.15,-15.19,0,50,31.25,-50,6.63,13.98,5.44,-37.81
"PHL","Philippines","East Asia and the Pacific",0,0,0,3560.49503,"Middle",93260798,57.4,52.56,59.48,57.97,36.44,38.85,64.66,55.44,39.06,90.14,25.84,92.42,66.04,30.25,57.97,10.88,100,47.45,100,38.23,100,67.48,7.67,100,100,70.42,37.68,78.23,64,77.27,32.59,45.77,32.35,14.01,36.44,6.8,14.26,0.69,19.52,-31.78,17.69,6.68,0.3,1.56,-4.93,4.52,33.33,0.23,18.96,19.52,0.6,0,16.42,50,0,0,32.15,-0.01,-14.79,0,0,10.37,0.09,1.12,0,-30.5,-2,5.13,-1.32,-31.78
"PLW","Palau","East Asia and the Pacific",0,0,0,12414.21654,"Middle",20472,NA,NA,NA,NA,NA,34.18,NA,100,NA,66.67,50,0,47.44,33.02,NA,100,NA,35.34,NA,NA,NA,NA,NA,100,0,100,0,47.46,13.41,0,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,3.18,NA,0,NA,-16.67,0.3,0,5.95,3.07,NA,0,NA,3.29,NA,NA,NA,NA,NA,0,-50,0,0,5.95,0.4,0,NA,NA,NA,0.59,NA
"PNG","Papua New Guinea","East Asia and the Pacific",0,0,0,2217.328341,"Lower",6858266,NA,36.16,NA,42.19,100,9.48,NA,50.76,NA,73.83,52.19,66.67,38.2,12.78,42.19,1.52,100,6.19,100,4.49,NA,NA,NA,35.53,100,85.95,29.8,59.42,14.18,0,NA,NA,NA,74.58,100,NA,12.03,NA,24.22,0,-0.31,NA,0,NA,-13.09,-6.8,0,0.02,-1.55,24.22,0,0,0.94,0,0,NA,NA,NA,-7.02,0,-32.24,-50,0,0.14,0,NA,NA,NA,36.41,0
"POL","Poland","Europe",0,0,0,17336.6698,"Upper",38187488,63.47,89.22,52.43,91.43,32.77,74.02,25.91,100,25.36,91.54,27.63,48.62,98.81,48.04,91.43,100,100,100,25.2,NA,34.82,34.94,4.21,100,100,74.61,29.8,81.39,100,95.45,5.74,19.78,30.94,25.45,32.77,0.25,3.08,-2.06,2.77,-33.61,0,12.59,6.78,12.93,-4.23,-4.12,-23.28,0.06,0,2.77,0,13.56,0,-45.34,NA,-6.43,34.27,0.2,-12.69,0,0,-31.76,0.86,0,20.83,18.76,9.56,16.31,23.53,-33.61
"PRI","Puerto Rico","North America",0,0,0,15935.49,"Upper",3978702,NA,NA,NA,87.57,27.29,NA,NA,100,NA,66.67,44.34,0,53.05,NA,87.57,100,NA,NA,NA,35.06,NA,NA,NA,100,0,100,42.73,59.58,48,0,NA,NA,NA,45.95,27.29,NA,NA,NA,11.2,-36.35,NA,NA,0,NA,-16.67,-3.36,0,0.02,NA,11.2,0,NA,NA,NA,0,NA,NA,NA,0,-50,0,-22.51,0.03,0.06,0,NA,NA,NA,15.79,-36.35
"PRK","North Korea","East Asia and the Pacific",0,0,0,1677.42,"Lower",24346229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.01,57.4,NA,93.38,100,100,NA,70.97,0,7.1,2.69,17.42,74.61,100,49.08,14,0,59.09,38.44,12.18,23,31.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT","Portugal","Europe",0,0,0,21658.21881,"Upper",10642841,57.64,93.05,42.46,90.06,11.68,92.09,43.23,100,37.74,33.65,22.95,50.65,66.16,100,90.06,100,100,84.18,30.51,94.37,49.62,52.26,13.52,100,0,0.95,14.37,57.18,49,90.91,36.96,27.51,47.97,31.54,11.68,10.61,13.27,8.43,14.04,-44.16,25,34.44,0,20.9,-33.17,1.42,15.29,16.39,50,14.04,0,0,0,22.94,50,50,20.21,34.6,-49.52,-50,0,-5.82,5.22,4.65,0,31.16,23.37,18.43,8.66,-44.16
"PRY","Paraguay","Latin America and Caribbean",1,0,0,4656.357347,"Middle",6454548,52.4,52.18,52.5,60.76,45.25,31.9,89.49,55.3,62.28,19.37,NA,64.46,21.29,25.59,60.76,10.61,100,38.2,51.24,0,100,69.98,100,19.57,NA,18.96,NA,NA,31.94,90.91,100,64.93,59.64,NA,45.25,6.58,17,-1.95,18.97,-27.37,30.01,3.36,0.04,14.67,-40.31,NA,0,9.28,23.66,18.97,0.08,0,36.36,0,0,0,9.6,0,-40.52,NA,-40.21,NA,NA,13.92,0,0,15.14,14.2,NA,-27.37
"PSE","Occupied Palestinian Territory","Middle East and North Africa",0,1,0,2900,"Middle",4152102,NA,52.51,NA,72.92,NA,46.81,NA,17.39,NA,100,16.49,0,4.65,46.16,72.92,17.39,NA,47.45,NA,NA,NA,NA,NA,100,NA,100,15.57,NA,4.65,0,NA,NA,NA,17.4,NA,NA,9.41,NA,22.03,NA,-6.42,NA,0,NA,0,-23.28,0,0,0,22.03,0,NA,-12.84,NA,NA,NA,NA,NA,0,NA,0,-50,NA,0,0,NA,NA,NA,3.44,NA
"PYF","French Polynesia","East Asia and the Pacific",0,1,0,18225,"Upper",270764,NA,NA,NA,79,NA,88.1,NA,NA,NA,100,51.12,0,16.6,76.2,79,NA,NA,100,NA,1.82,NA,NA,NA,100,NA,NA,14.7,21.54,2.06,0,NA,NA,NA,87.54,NA,NA,NA,NA,11.29,NA,0,NA,NA,NA,0,-2.58,0,0,0,11.29,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,-19.1,0,0,0,NA,NA,NA,13.94,NA
"QAT","Qatar","Middle East and North Africa",0,1,0,73196.38312,"Upper",1758793,46.59,89.9,28.03,79.8,6.02,100,3.66,100,32.7,NA,52.02,66.67,40.19,100,79.8,100,NA,100,100,NA,0,0,24.37,NA,NA,NA,71.31,54.36,13.88,0,0,12.42,52.98,32.73,6.02,-1.74,-0.22,-2.98,-0.45,-46.99,0,6.77,0,9.84,NA,0.22,0,0.81,0,-0.45,0,NA,0,0,NA,0,-0.28,45.78,NA,NA,NA,30.58,0,2.31,0,0,9.62,10.06,-30.14,-46.99
"REU","Réunion","Sub-Saharan Africa",0,0,0,6200,"Middle",NA,NA,NA,NA,100,32.35,NA,NA,NA,NA,100,82.55,0,51.24,NA,100,NA,NA,NA,NA,100,NA,NA,NA,100,NA,100,65.1,34.46,100,0,NA,NA,NA,100,32.35,NA,NA,NA,0,-33.83,NA,NA,NA,NA,0,-1.08,0,42.34,NA,0,NA,NA,NA,NA,50,NA,NA,NA,0,NA,0,-6.84,39.71,50,0,NA,NA,NA,4.67,-33.83
"ROU","Romania","Europe",0,0,0,10929.43266,"Middle",21442012,48.34,60.67,43.05,77.49,25.72,27.04,41.82,60.64,21.39,93.22,39.7,51.63,45.33,27.04,77.49,21.29,100,NA,32,NA,61.03,42.36,10.6,100,100,79.65,3.74,95.94,40.24,90.91,26.94,19.56,23.21,75.66,25.72,16.94,17.46,16.52,28.52,-37.14,0,23,12.8,11.57,-3.39,25,49.87,32.03,0,28.52,0.06,25.55,NA,49.81,NA,19.68,50,-3.24,-10.18,0,0,0,0,35.25,50,-6.03,4.49,18.66,50,-37.14
"RUS","Russia","Eastern Europe and Central Asia",0,0,0,14182.55751,"Upper",141750000,45.43,60.93,38.79,60.76,45.43,53.04,17.92,69.15,19.28,86.96,19.37,20.05,62.75,42.82,60.76,38.3,100,63.27,30.08,NA,21.66,13.59,19.62,100,100,60.89,26.13,87.96,53.35,0,17.64,15.51,23.05,12.61,45.43,-12.82,-23.97,-3.7,-38.07,-27.28,5.25,4.8,-25,10.95,-6.52,-23.34,-6.63,0.73,0,-38.07,-50,0,10.49,-9.95,NA,-23.04,42.66,-5.52,-19.55,0,0,-22.09,0.04,0.99,0,-8.26,3.11,18.78,-24.59,-27.28
"RWA","Rwanda","Sub-Saharan Africa",1,0,0,1043.573168,"Lower",10624005,NA,29.66,NA,30.64,48.3,17.4,NA,39.97,NA,70.63,NA,0,70.97,16.58,30.64,0.15,79.79,18.22,NA,99.04,NA,NA,NA,100,11.9,100,NA,NA,56.94,0,NA,NA,NA,NA,48.3,NA,33.24,NA,50,-25.85,8.02,NA,24.96,NA,-14.68,NA,0,0.47,19.71,50,-0.07,50,-3.68,NA,0,NA,NA,NA,0,-44.05,0,NA,NA,0.71,0,NA,NA,NA,NA,-25.85
"SAU","Saudi Arabia","Middle East and North Africa",0,1,0,20374.32816,"Upper",27448086,49.97,71.29,40.84,76.77,11.86,45.28,6.68,86.32,18.81,50,21.1,65.21,98.95,NA,76.77,100,72.64,45.28,50.09,NA,6.99,10.51,3.73,100,0,NA,24.38,82.39,100,95.45,0,10.21,27.42,17.83,11.86,-6.52,1.26,-12.89,11.36,-44.07,0,-24.11,-17.7,11.86,-25,-21.17,0,0,NA,11.36,0,-35.39,0,0,NA,-50,-17.97,-2.12,NA,-50,0,-32.28,0,0,0,0,12.12,11.61,-10.06,-44.07
"SDN","Sudan","Middle East and North Africa",0,0,0,2023.45104,"Lower",43551941,46,25.02,54.99,25.08,33.42,11.27,68.17,38.68,67.06,92.34,28.26,96.97,29.05,8.89,25.08,4.75,72.6,13.64,100,NA,100,69.28,11.65,77.01,100,100,24.22,39.28,28.88,90.91,47.81,75.95,58.16,32.31,33.42,1.92,12.13,-6.44,23.02,-33.29,-3.06,-3.16,5.55,-5.14,-3.83,-23.43,16.67,0.17,0,23.02,2.43,8.67,-6.13,0,NA,0,-13.69,25.49,0,0,-11.49,-50,0,0.17,50,-14.64,-8.2,-2.09,3.13,-33.29
"SEN","Senegal","Sub-Saharan Africa",0,0,1,1732.199577,"Lower",12433728,46.73,22.54,57.1,22.22,29.75,18.07,65.66,27.65,48.6,67.22,14.73,18.54,90.05,15.23,22.22,9.73,45.56,20.91,27.81,NA,100,57.14,5.38,36.59,65.08,100,21.25,77.43,99.47,0,10.22,59.56,37.64,8.21,29.75,6.94,22.29,-5.62,35.44,-35.12,7.85,2.94,10.41,15.26,-16.39,-13.32,-33.33,5.54,8.49,35.44,2.58,18.24,7.21,-50,NA,0,0.32,15.89,0,-17.46,-31.7,-35.23,12.97,0,0,13.16,13.59,16.93,8.59,-35.12
"SGP","Singapore","East Asia and the Pacific",0,0,0,51969.4673,"Upper",5076700,56.36,100,37.65,100,14.49,100,28.26,100,31.23,79.39,18.39,98.48,34.06,100,100,100,NA,100,100,NA,28.33,49.56,6.57,100,NA,38.16,36.79,80.22,28.47,95.45,0.1,14.72,47.74,0,14.49,7.86,8.1,7.67,16.2,-42.76,0,36.27,0,32.75,-10.31,0,3.47,1.68,0,16.2,0,NA,0,0,NA,44.88,38.4,47.52,-30.92,NA,0,0,0.15,1.87,10.42,-0.07,30.55,34.95,0,-42.76
"SHN","Saint Helena","Sub-Saharan Africa",0,1,0,2805.75,"Middle",7670,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,56.87,0,6.36,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,100,NA,NA,32.11,8.47,86.12,0,NA,NA,NA,81.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44.59,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,39.19,0,0,0,NA,NA,NA,50,NA
"SJM","Svalbard and Jan Mayen Islands","Europe",0,1,0,NA,NA,2067,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,24.25,0,99.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.74,99.9,100,0,NA,NA,NA,24.76,100,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,-19.07,0,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.52,2.14,0,0,NA,NA,NA,-15.63,0
"SLB","Solomon Islands","East Asia and the Pacific",0,0,0,2430.095615,"Middle",538148,NA,41.84,NA,50.9,100,14.95,NA,50.6,NA,60.29,50,66.67,28.27,8.26,50.9,1.21,100,21.63,100,0,NA,NA,NA,50.61,NA,79.65,0,38.45,0.53,0,NA,NA,NA,100,100,NA,24.34,NA,48.58,0,0.5,NA,-0.3,NA,-19.86,0,0,0,0.99,48.58,-0.59,0,0,0,0,NA,NA,NA,-10.18,NA,-24.7,-50,0,0,0,NA,NA,NA,50,0
"SLE","Sierra Leone","Sub-Saharan Africa",0,0,0,741.6884081,"Lower",5867536,NA,19.63,NA,12.37,85.04,6.41,NA,47.35,NA,51.47,31.77,66.67,9.53,2.99,12.37,0.15,94.56,9.83,100,NA,NA,NA,NA,27.2,NA,100,43.91,0,29.06,0,NA,NA,NA,19.64,85.04,NA,22.5,NA,39.48,-7.48,-2.93,NA,13.99,NA,-24.27,-16.38,0,0,1.74,39.48,-0.73,28.71,-7.6,0,NA,NA,NA,NA,0,NA,-36.4,-8.52,0,0,0,NA,NA,NA,-24.24,-7.48
"SLV","El Salvador","Latin America and Caribbean",0,0,0,6048.051138,"Middle",6192993,52.08,59.43,48.94,67.74,47.78,41.3,67.44,60.93,51.9,40.43,24.7,52.86,39.13,42.82,67.74,21.86,100,39.78,47.47,0,100,61.83,15.64,10.64,NA,100,16.35,63.19,4.88,63.64,56.34,52.2,51.61,33.04,47.78,0.06,4.42,-3.5,-2.39,-26.11,19.07,3.6,3.4,13.48,-29.79,-6.24,0,0.72,19.6,-2.39,6.8,0,18.53,0,0,0,-0.92,15,0,NA,-44.68,-13.46,0.03,4.93,0,11.16,12.48,14.47,0.98,-26.11
"SMR","San Marino","Europe",1,1,0,33734.78,"Upper",31534,NA,NA,NA,NA,NA,NA,NA,100,NA,100,NA,0,0,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"SOM","Somalia","Sub-Saharan Africa",0,0,0,559.14,"Lower",9330872,NA,18.25,NA,9.41,28.65,4.16,NA,50,NA,72.36,59.47,0,1.16,5.6,9.41,0,100,2.72,NA,0,NA,NA,NA,17.08,100,100,53.22,0,3.41,0,NA,NA,NA,65.72,28.65,NA,5.87,NA,10.08,-35.68,3.44,NA,-0.14,NA,-13.82,-2.4,0,0,1.09,10.08,-0.29,0,5.8,NA,0,NA,NA,NA,0,0,-41.46,0,0,0,0,NA,NA,NA,-4.79,-35.68
