"pointspread" "score1" "score2" "scorediff" "loc"
19 41 57 16 "V"
16 62 92 30 "V"
12.5 52 75 23 "H"
12.5 51 64 13 "V"
19 51 77 26 "H"
17 67 78 11 "V"
15.5 66 73 7 "V"
5 79 69 -10 "H"
5 63 79 16 "H"
18 53 65 12 "V"
6.5 39 61 22 "H"
13 70 71 1 "V"
13.5 57 80 23 "V"
9 64 89 25 "H"
12.5 55 67 12 "V"
10 56 67 11 "H"
12.5 62 84 22 "V"
6 71 77 6 "H"
10.5 67 72 5 "N"
-15.5 101 58 -43 "H"
10.5 57 72 15 "V"
-15.5 64 58 -6 "H"
7.5 48 73 25 "V"
-15 86 78 -8 "H2"
-12.5 62 60 -2 "H"
-5.5 80 53 -27 "V"
-5 83 82 -1 "V1"
14.5 59 87 28 "V"
-3 64 67 3 "HN"
-2 64 70 6 "H"
-5 91 68 -23 "H"
-10 64 61 -3 "H"
8.5 59 71 12 "V"
9 47 62 15 "V"
-2.5 81 61 -20 "H"
8.5 86 74 -12 "H1"
3.5 65 70 5 "V"
7.5 64 71 7 "V"
-3.5 73 71 -2 "H"
4 46 56 10 "H"
4.5 55 61 6 "V"
-6.5 83 80 -3 "H1"
-6.5 72 55 -17 "V"
-5.5 73 64 -9 "H"
5.5 74 78 4 "V"
12.5 82 93 11 "V"
-14.5 79 55 -24 "H"
-5 63 68 5 "N"
-5 76 71 -5 "V"
1 51 57 6 "V"
-16.5 52 56 4 "H"
3.5 58 52 -6 "V"
-5 87 80 -7 "V"
9.5 67 80 13 "V"
1 81 73 -8 "N"
-8 68 65 -3 "H"
-7 88 79 -9 "H"
-10 68 56 -12 "H"
15.5 53 78 25 "V"
7 67 62 -5 "H"
4 58 56 -2 "V"
5 58 68 10 "H"
-5 70 67 -3 "H"
12 66 69 3 "V"
-4 60 72 12 "H"
8.5 54 66 12 "V"
12 54 62 8 "V"
11.5 48 68 20 "H"
5 63 69 6 "H"
-4 57 55 -2 "H"
1.5 69 75 6 "V"
10.5 63 71 8 "V"
1 72 76 4 "H"
13.5 51 64 13 "V"
6.5 54 60 6 "H"
4 56 51 -5 "V"
-3.5 76 57 -19 "N"
7.5 61 69 8 "N"
-3.5 72 68 -4 "V"
-3.5 69 72 3 "V"
-3.5 80 75 -5 "N"
13 64 69 5 "V"
-9.5 82 79 -3 "H"
-13 58 43 -15 "H"
1 70 73 3 "V"
-7.5 87 53 -34 "H"
-20.5 97 57 -40 "H"
10.5 73 92 19 "V"
-4 74 93 19 "H"
10.5 64 85 21 "V"
3 59 78 19 "V"
8 65 72 7 "H"
-2.5 64 66 2 "H"
10.5 81 78 -3 "V"
8 73 64 -9 "V"
3 57 67 10 "H"
-11.5 68 60 -8 "H"
11.5 58 77 19 "V"
1 67 61 -6 "V"
4 66 69 3 "H1"
6.5 80 83 3 "V1"
-2.5 99 94 -5 "H"
-4.5 78 71 -7 "V"
-5.5 104 83 -21 "H"
7.5 63 75 12 "V"
-14 72 76 4 "H"
-3 77 74 -3 "H"
4.5 64 53 -11 "V"
2.5 67 72 5 "N"
6.5 78 97 19 "N"
-8 89 65 -24 "H"
2.5 65 81 16 "V"
-14 58 47 -11 "H"
7.5 86 98 12 "V1"
13.5 53 52 -1 "V"
-4 56 58 2 "H"
1 51 67 16 "H"
6.5 67 63 -4 "H"
3 71 62 -9 "V"
4 72 60 -12 "V"
-4 71 67 -4 "H"
-7 79 74 -5 "H1"
8 56 68 12 "V"
2 71 65 -6 "H"
13.5 58 77 19 "V"
17 58 72 14 "V"
-7.5 69 54 -15 "H"
6 47 63 16 "H"
7 59 62 3 "V"
10 40 66 26 "V"
7 67 69 2 "H1"
4.5 53 66 13 "HN"
7 63 61 -2 "V"
10 50 68 18 "V"
-15 61 35 -26 "H"
4 79 70 -9 "N1"
-1.5 66 73 7 "N"
-9 75 56 -19 "H"
6 51 80 29 "V"
-4 61 65 4 "V"
-10.5 57 60 3 "H"
-8 96 91 -5 "H"
-2.5 63 49 -14 "V"
-2 66 72 6 "H"
-6.5 74 66 -8 "V"
11.5 86 92 6 "V1"
-11.5 79 59 -20 "H"
-8 64 73 9 "H"
-5.5 59 49 -10 "H"
-9.5 66 62 -4 "V"
-2.5 70 69 -1 "H"
4 54 60 6 "V"
3.5 62 80 18 "V"
-4.5 61 55 -6 "H"
4 64 76 12 "N"
-5 71 59 -12 "H"
11.5 53 70 17 "V"
-14.5 82 56 -26 "H"
-9.5 81 44 -37 "H"
-2 40 52 12 "V"
-1 58 57 -1 "N"
7.5 79 82 3 "N"
-7 61 63 2 "H"
-12 62 74 12 "H"
-1 70 49 -21 "HN"
8.5 59 73 14 "N"
-12.5 61 51 -10 "H"
2 61 66 5 "V"
-6.5 62 49 -13 "H"
-12.5 67 63 -4 "H"
-25 73 51 -22 "H"
-20.5 72 45 -27 "H"
-14.5 65 44 -21 "H"
-23 68 41 -27 "H"
-4.5 60 46 -14 "H"
-10.5 70 62 -8 "H"
4.5 54 64 10 "V"
-15 80 82 2 "H1"
-8.5 73 64 -9 "V"
-3 67 57 -10 "V"
-2.5 75 58 -17 "H"
-7.5 81 52 -29 "H"
-13.5 90 73 -17 "V"
-4 56 46 -10 "V"
-11.5 76 58 -18 "H"
-2 76 62 -14 "H"
2.5 65 61 -4 "V"
-11.5 70 53 -17 "H"
-5 66 58 -8 "V"
-4 66 77 11 "V1"
-7.5 78 54 -24 "H"
-12 72 55 -17 "N"
-4.5 67 56 -11 "N"
-1.5 62 56 -6 "N"
-9.5 64 44 -20 "N"
-4.5 57 74 17 "N"
-5 67 58 -9 "V"
-21.5 85 66 -19 "H"
-7 76 64 -12 "N"
-10 66 76 10 "N"
-4.5 56 65 9 "N"
-14 86 68 -18 "H"
-2.5 88 73 -15 "V"
-15 74 46 -28 "H"
-1.5 75 82 7 "V"
-20 82 59 -23 "H"
-21.5 78 62 -16 "H"
-12 70 69 -1 "H"
-17.5 74 61 -13 "H"
9.5 78 83 5 "V"
-13.5 78 72 -6 "H"
5 70 69 -1 "V"
-11 60 38 -22 "V"
-14 81 48 -33 "H"
-19.5 84 72 -12 "H"
-8.5 67 63 -4 "V"
-19.5 77 42 -35 "H"
-2 84 63 -21 "V"
-10.5 74 64 -10 "V"
-1.5 60 77 17 "H"
-13 61 50 -11 "V"
-8 64 57 -7 "H"
-5.5 74 66 -8 "H"
-12.5 87 48 -39 "V"
-10.5 80 67 -13 "H"
-14.5 69 66 -3 "N1"
6.5 51 65 14 "N"
-3 67 54 -13 "N"
1.5 52 54 2 "N"
-14 65 61 -4 "H"
-7 71 74 3 "H"
-1.5 51 63 12 "H"
-5.5 77 60 -17 "H"
3 39 57 18 "V"
8.5 66 67 1 "V"
-2.5 67 53 -14 "V"
-2 78 72 -6 "H"
15 56 72 16 "V"
7.5 79 86 7 "N"
-1 59 62 3 "N"
-6 61 50 -11 "H"
5 70 66 -4 "V"
1.5 62 50 -12 "V"
-6.5 78 70 -8 "H"
14 57 74 17 "V"
14 48 81 33 "V"
5 50 64 14 "H"
14.5 63 65 2 "H"
1 69 68 -1 "V1"
8 74 68 -6 "H"
10.5 64 74 10 "H"
11 52 61 9 "V"
-1.5 67 70 3 "V"
22 50 81 31 "V"
-2 70 83 13 "H"
-5.5 76 69 -7 "H"
-3.5 62 59 -3 "N"
10.5 72 69 -3 "N"
14.5 66 69 3 "N1"
2 49 62 13 "HN"
-7.5 60 44 -16 "V"
-1.5 66 60 -6 "V"
2.5 78 69 -9 "VN"
-15.5 84 70 -14 "H"
-15 72 56 -16 "H"
-10.5 80 58 -22 "N"
-10 62 55 -7 "N"
4.5 67 68 1 "N"
-7.5 65 62 -3 "V"
-5.5 79 72 -7 "H1"
-3.5 75 82 7 "H"
-2 45 58 13 "V"
-4.5 78 57 -21 "V"
-4 55 34 -21 "H"
-4 67 70 3 "V"
-9 63 62 -1 "H"
-14.5 75 53 -22 "H"
5.5 60 66 6 "V"
4 70 72 2 "V"
-11 79 51 -28 "H"
-14 88 75 -13 "H"
5.5 60 70 10 "V"
-13 58 51 -7 "H"
2 65 69 4 "V"
-4 73 67 -6 "N"
2 50 60 10 "N"
-2.5 70 55 -15 "N"
-7 71 81 10 "N"
13.5 62 74 12 "N"
-2.5 79 59 -20 "H"
-8 78 68 -10 "H"
-2.5 81 65 -16 "H"
3.5 59 67 8 "V"
3.5 51 59 8 "V"
10.5 58 80 22 "N"
8.5 78 85 7 "N"
-12.5 67 49 -18 "N"
8.5 69 74 5 "V"
4.5 76 80 4 "H"
-5 66 70 4 "H"
13.5 72 78 6 "V"
1.5 54 85 31 "H"
-6.5 62 53 -9 "H"
-1.5 75 72 -3 "V"
20 52 66 14 "V"
8.5 63 67 4 "H"
1 86 78 -8 "V"
14.5 99 87 -12 "V"
-9.5 76 78 2 "H"
12 61 71 10 "H"
-1 61 59 -2 "V"
-7.5 64 58 -6 "H"
2 83 70 -13 "V"
-5 60 61 1 "N1"
1 75 77 2 "H"
3 68 67 -1 "H1"
27 57 70 13 "V"
1.5 82 74 -8 "V"
3.5 73 64 -9 "V"
-4.5 62 57 -5 "H"
5.5 54 75 21 "H"
4.5 68 77 9 "N"
4.5 72 55 -17 "V"
3.5 80 67 -13 "V"
-3 55 64 9 "H"
-6.5 76 71 -5 "H"
10.5 60 66 6 "V"
15 37 73 36 "V"
13 53 70 17 "V"
6.5 54 76 22 "H"
2 47 66 19 "H"
7 48 56 8 "V"
9.5 63 66 3 "V"
5.5 36 63 27 "H"
8.5 57 67 10 "H"
12 41 62 21 "H"
11.5 74 81 7 "V"
18 61 88 27 "V"
-2 67 90 23 "H"
4.5 49 67 18 "N"
12 74 62 -12 "V"
-14 89 74 -15 "H"
-8.5 78 80 2 "H1"
-12.5 80 83 3 "H1"
-5.5 75 54 -21 "V"
1 75 71 -4 "V"
-11.5 72 64 -8 "H"
-25 70 58 -12 "H"
-11 69 45 -24 "H"
17.5 77 90 13 "V"
-8.5 74 69 -5 "H"
5.5 74 81 7 "H"
-5.5 80 84 4 "V"
-2 64 82 18 "H"
-1.5 85 54 -31 "V"
-8 83 76 -7 "V"
-5 64 50 -14 "V"
-16 70 46 -24 "H"
6.5 79 96 17 "V"
2 63 84 21 "H"
-11 61 52 -9 "H"
-13.5 70 60 -10 "H"
13 42 85 43 "V"
-8 75 63 -12 "V"
-13.5 79 56 -23 "H"
10.5 67 80 13 "V"
-10.5 58 60 2 "N"
-8.5 77 67 -10 "H"
6.5 86 83 -3 "V"
1 81 69 -12 "V"
-7.5 81 73 -8 "H"
1 66 73 7 "V"
1.5 80 77 -3 "V"
-9.5 87 72 -15 "H"
13.5 43 83 40 "V"
20 57 68 11 "V"
8 64 87 23 "H"
4.5 75 69 -6 "V"
6.5 74 87 13 "H"
-4.5 75 48 -27 "H"
1.5 64 71 7 "H"
12.5 66 75 9 "V"
6.5 71 76 5 "V"
3.5 82 83 1 "H2"
6.5 51 64 13 "H"
8 61 44 -17 "V"
12 71 78 7 "V"
-7.5 75 78 3 "H"
-8 83 86 3 "H"
-7 56 48 -8 "H"
-1.5 46 68 22 "H"
16.5 55 72 17 "V"
14.5 57 60 3 "V"
6.5 58 64 6 "H"
1 63 65 2 "H"
1 65 67 2 "V"
4 53 37 -16 "V"
6.5 72 76 4 "V"
-3 56 68 12 "N"
-17 75 36 -39 "HN"
-2 73 84 11 "N1"
-9.5 60 55 -5 "N"
-14.5 76 61 -15 "H"
5 67 72 5 "V"
-3.5 71 67 -4 "V"
2.5 73 72 -1 "V"
9.5 74 93 19 "V"
10.5 58 73 15 "H"
-5.5 55 67 12 "H"
9.5 62 69 7 "V"
-5.5 55 47 -8 "H"
4 67 71 4 "V"
8 52 74 22 "V"
5.5 59 65 6 "H"
16.5 46 56 10 "V"
2.5 67 78 11 "H"
4 55 57 2 "V"
9 65 76 11 "H"
5.5 46 67 21 "H"
19 61 79 18 "V"
4.5 66 65 -1 "H"
8.5 66 76 10 "V"
-4 51 56 5 "H"
1 46 42 -4 "N1"
14 63 75 12 "N"
-2 73 58 -15 "H"
2 64 61 -3 "V"
-2.5 78 75 -3 "V"
-8 83 70 -13 "H"
-4.5 56 69 13 "N"
-3.5 62 61 -1 "N"
-7 62 55 -7 "H"
-10 73 47 -26 "V"
-1 50 72 22 "V"
5.5 53 62 9 "V"
-3.5 53 63 10 "N"
-13 67 52 -15 "N"
-14 72 53 -19 "H"
2.5 56 59 3 "H"
-6 47 48 1 "H"
3 67 78 11 "V"
-1.5 59 53 -6 "H"
4.5 70 74 4 "H"
8.5 54 63 9 "V"
8 65 74 9 "V"
5 68 57 -11 "V"
-7 80 84 4 "H1"
9.5 52 60 8 "H"
-6.5 61 39 -22 "V"
5.5 67 78 11 "V"
-3.5 69 72 3 "H"
-12.5 67 55 -12 "H"
5.5 69 74 5 "V"
4 71 65 -6 "V"
1 63 76 13 "H"
2.5 52 53 1 "N"
13 76 71 -5 "V"
-2.5 57 68 11 "N"
-6.5 71 73 2 "N"
4 73 75 2 "V"
-4.5 77 66 -11 "V"
-4.5 79 68 -11 "V"
-3 52 58 6 "H"
3.5 78 92 14 "V"
-7 77 62 -15 "H"
-3.5 54 63 9 "H"
-7 77 72 -5 "V"
7.5 56 60 4 "H"
2 91 89 -2 "V2"
2.5 56 66 10 "V"
-13 71 56 -15 "H"
-3.5 65 57 -8 "H"
-5.5 60 58 -2 "H"
8.5 62 74 12 "V"
3.5 70 66 -4 "V"
-7 65 62 -3 "H"
-8.5 72 71 -1 "H"
-6 88 64 -24 "H"
14.5 50 85 35 "V"
-7.5 69 57 -12 "H"
5 73 79 6 "V"
-1 53 49 -4 "V"
2.5 59 62 3 "N"
6.5 73 84 11 "V"
-5.5 82 75 -7 "H1"
-7.5 88 76 -12 "H"
-7.5 53 65 12 "H"
-3.5 74 67 -7 "N1"
-2.5 74 62 -12 "N"
8 65 89 24 "V"
2.5 55 64 9 "H"
-10.5 74 69 -5 "H"
-2 63 57 -6 "VN"
3.5 54 56 2 "V"
-3 71 74 3 "H"
10 82 73 -9 "V1"
-3.5 51 58 7 "H"
13.5 65 71 6 "V"
4.5 75 54 -21 "H"
23.5 36 75 39 "V"
-3.5 56 67 11 "H"
17.5 55 77 22 "V"
1.5 61 66 5 "H"
-1 46 64 18 "H"
12 58 68 10 "V"
6 63 62 -1 "H"
7.5 54 62 8 "V1"
9.5 68 90 22 "H"
9 56 74 18 "V"
-8.5 79 72 -7 "H"
9 64 74 10 "V"
-6 59 70 11 "N"
-6.5 56 74 18 "H"
-21 78 59 -19 "H"
-7.5 68 50 -18 "H"
-10.5 53 58 5 "H"
-6.5 82 63 -19 "H"
-3.5 64 53 -11 "H"
10 49 61 12 "V"
-5.5 72 54 -18 "H"
-10 87 84 -3 "H3"
-4.5 61 57 -4 "H"
7 65 56 -9 "V"
9.5 44 55 11 "H"
-2.5 53 61 8 "H"
18.5 38 64 26 "V"
5 67 70 3 "V"
3.5 61 58 -3 "H"
5.5 47 55 8 "V"
4 65 73 8 "H"
11.5 50 63 13 "V"
9.5 64 69 5 "V1"
4 47 70 23 "H"
9 40 68 28 "V"
-1 66 76 10 "H"
13 41 59 18 "H"
7.5 54 69 15 "V"
16.5 44 64 20 "V"
-4 83 73 -10 "H"
3 65 51 -14 "H"
12.5 53 61 8 "V1"
-1 42 46 4 "N1"
-8.5 62 44 -18 "H"
-2.5 64 94 30 "N"
-3 59 53 -6 "N1"
5 64 72 8 "N"
1.5 60 66 6 "H"
-2 51 63 12 "V"
8.5 67 75 8 "V"
7.5 57 71 14 "H"
-16.5 70 26 -44 "H"
-9 54 61 7 "H"
3 56 64 8 "V"
-3 63 61 -2 "H1"
3 71 69 -2 "H"
-1 64 72 8 "H"
8.5 60 66 6 "V"
3.5 76 59 -17 "V"
4 74 76 2 "H"
-5 69 68 -1 "H"
4 93 98 5 "V1"
14 50 74 24 "V"
9.5 75 71 -4 "V1"
-4.5 72 68 -4 "H"
-1.5 71 60 -11 "H"
9.5 65 64 -1 "V"
8 68 76 8 "V"
2.5 59 75 16 "H"
7.5 89 78 -11 "H"
-2.5 57 56 -1 "H"
6 57 65 8 "V"
3.5 51 76 25 "V"
-2 66 69 3 "N"
-3.5 71 55 -16 "V"
12.5 51 61 10 "V"
-5.5 57 54 -3 "H"
4.5 57 58 1 "V"
5.5 72 70 -2 "V"
-6 70 78 8 "N"
-9.5 65 53 -12 "N"
6 58 70 12 "V"
-4.5 59 70 11 "V"
-1.5 60 66 6 "H"
7 68 85 17 "V"
15.5 76 82 6 "V"
-1 76 71 -5 "H"
5.5 66 69 3 "V"
2.5 56 70 14 "H"
11 45 58 13 "V"
10.5 51 81 30 "H"
-4 56 61 5 "H"
10.5 47 83 36 "V"
10.5 64 62 -2 "H"
10.5 65 66 1 "V"
-1.5 65 56 -9 "H"
-5.5 62 54 -8 "H"
14.5 45 59 14 "V"
-8.5 74 68 -6 "H1"
2.5 63 57 -6 "H"
5.5 66 63 -3 "V"
-2.5 53 61 8 "N"
-6 67 64 -3 "H1"
3.5 62 60 -2 "V1"
-4.5 61 49 -12 "V"
2.5 69 65 -4 "N"
-15 74 56 -18 "N"
-4.5 61 50 -11 "H"
5 60 68 8 "V"
17 55 63 8 "V"
4 55 65 10 "V"
-3.5 69 67 -2 "V"
9 51 59 8 "VN"
-4.5 94 58 -36 "V"
-12.5 75 52 -23 "V"
-11 73 54 -19 "H"
-4.5 74 70 -4 "V"
-9.5 74 59 -15 "H"
-9.5 102 46 -56 "H"
-6 62 59 -3 "V"
-4.5 79 75 -4 "V"
-2 58 60 2 "V"
-1.5 76 89 13 "H"
-11 71 60 -11 "H"
-4 86 82 -4 "V1"
-9 45 39 -6 "H"
7 73 89 16 "V"
-11.5 88 69 -19 "H"
-6 84 88 4 "V"
-10.5 70 62 -8 "H"
-7 81 66 -15 "N"
-3 85 67 -18 "N"
4.5 79 91 12 "N2"
-12.5 78 71 -7 "H"
-7 63 52 -11 "H"
-5.5 62 79 17 "H"
-13.5 74 62 -12 "N "
-16 81 68 -13 "H"
-7 62 70 8 "H"
3 70 78 8 "N"
-2 66 50 -16 "N"
5.5 63 66 3 "N"
-20 68 57 -11 "H"
-11.5 71 58 -13 "H"
-19 75 52 -23 "H"
7.5 79 88 9 "V"
-2.5 70 68 -2 "V"
-3 69 71 2 "V"
6.5 60 68 8 "V"
-8.5 78 67 -11 "H"
-6.5 60 65 5 "H"
-5.5 69 59 -10 "H"
4.5 54 75 21 "V"
-3 87 56 -31 "V"
-2.5 76 52 -24 "H"
-9.5 81 73 -8 "H"
10.5 66 73 7 "V"
1 62 59 -3 "V"
-9.5 64 65 1 "H"
-4.5 80 88 8 "H"
-1.5 82 72 -10 "V"
5 66 77 11 "V"
-5 63 65 2 "H"
-11.5 84 66 -18 "H"
5 83 70 -13 "V"
-3.5 88 89 1 "N1"
-7 58 57 -1 "H"
4.5 54 66 12 "V"
-2 62 49 -13 "VN"
-14 73 53 -20 "H"
-8.5 91 82 -9 "V"
-24.5 84 48 -36 "H"
-21 84 53 -31 "H"
-22 85 61 -24 "H"
-18.5 72 68 -4 "H"
-10 79 83 4 "N"
-27.5 96 62 -34 "H"
-15.5 78 53 -25 "H"
-9.5 55 44 -11 "V"
-11 72 66 -6 "V"
-14.5 72 61 -11 "H"
7 70 68 -2 "V"
-8 57 55 -2 "H"
-7 71 75 4 "VN1"
3.5 55 65 10 "V"
-8.5 63 47 -16 "H"
-13.5 77 58 -19 "H"
-4.5 58 66 8 "V"
-9 76 65 -11 "V"
-12.5 84 59 -25 "H"
-7.5 46 57 11 "H"
-1.5 71 74 3 "V"
-1.5 53 58 5 "H"
-19.5 78 57 -21 "H"
1.5 39 61 22 "V"
-14 75 63 -12 "N"
2 62 59 -3 "N"
1.5 58 55 -3 "N1"
5.5 61 78 17 "N"
-12.5 81 34 -47 "N"
-7.5 66 60 -6 "VN"
5 61 50 -11 "N"
-4 55 39 -16 "N"
2 56 61 5 "N"
-4.5 53 46 -7 "H"
-2 61 64 3 "H"
11.5 31 55 24 "N"
6.5 76 73 -3 "N"
-10 61 52 -9 "H"
-4 48 54 6 "H"
7 49 50 1 "V"
-4.5 65 63 -2 "V"
-2.5 53 62 9 "H"
19.5 45 63 18 "V"
18.5 40 51 11 "V"
11.5 54 67 13 "H"
12 50 63 13 "H"
13 50 71 21 "V"
12.5 56 82 26 "H"
11.5 43 60 17 "V"
17 62 55 -7 "H"
7 50 63 13 "H"
15.5 48 75 27 "V"
17.5 53 87 34 "V"
5.5 59 68 9 "H"
23.5 48 74 26 "V"
14 47 64 17 "H"
5.5 63 72 9 "V"
21 68 79 11 "V"
11.5 70 67 -3 "H"
11 57 70 13 "N"
-4.5 80 66 -14 "V"
-25 77 63 -14 "H"
-11.5 80 75 -5 "H"
-7.5 54 39 -15 "V"
-4 76 61 -15 "V"
7.5 67 90 23 "N"
-17 72 61 -11 "H"
-11.5 62 72 10 "H"
10 83 79 -4 "N"
-13.5 75 57 -18 "H"
13.5 62 69 7 "V"
-3 52 57 5 "V"
-4.5 64 54 -10 "H"
-4.5 55 53 -2 "V"
-10.5 78 81 3 "H"
-17.5 76 69 -7 "H"
6 71 83 12 "V"
-7.5 71 64 -7 "H"
2.5 69 70 1 "V"
-9.5 89 88 -1 "H"
3.5 72 71 -1 "V"
-17 83 84 1 "H"
2.5 83 82 -1 "V"
-1.5 82 74 -8 "H"
-1.5 71 51 -20 "V"
-5.5 83 78 -5 "H"
-12.5 76 70 -6 "H"
-11.5 74 55 -19 "V"
1 84 76 -8 "H"
-4.5 74 79 5 "N"
4 76 72 -4 "N"
12 52 58 6 "N"
-12.5 75 68 -7 "N"
-3 45 62 17 "N"
-1.5 83 69 -14 "N"
-11.5 77 50 -27 "H"
7.5 36 37 1 "V"
5 38 46 8 "V"
1.5 69 60 -9 "H"
-13.5 66 52 -14 "H"
-6.5 51 47 -4 "H"
-2.5 80 85 5 "H"
-2 74 92 18 "H"
6 65 68 3 "V"
13 65 75 10 "V"
-12 72 57 -15 "H"
8.5 56 62 6 "V"
-3.5 54 53 -1 "H"
-8.5 58 57 -1 "H"
6.5 60 73 13 "V"
-7 62 68 6 "H"
-1.5 66 61 -5 "V"
2 58 46 -12 "V"
2 88 58 -30 "H"
-7.5 82 72 -10 "H"
2 93 85 -8 "V4"
8.5 64 58 -6 "H"
-1.5 68 78 10 "V"
-5 82 75 -7 "V"
1 64 62 -2 "H"
-13.5 69 53 -16 "N"
-1.5 48 58 10 "N"
-8.5 67 75 8 "H"
-13 55 53 -2 "H"
-17 73 86 13 "VN"
3 53 59 6 "N1"
-13 69 55 -14 "N"
-10.5 70 54 -16 "H"
6.5 41 64 23 "N"
5.5 63 65 2 "HN"
-15 75 63 -12 "H"
4.5 85 67 -18 "H"
11.5 56 67 11 "V"
-19 57 41 -16 "H"
10.5 79 86 7 "V"
-4.5 53 57 4 "H1"
8 62 82 20 "V"
9 59 64 5 "H"
7.5 67 73 6 "V"
-12 73 57 -16 "H"
9 57 83 26 "V"
-11.5 60 43 -17 "H"
6 58 60 2 "V"
3.5 59 72 13 "H"
1 89 86 -3 "H2"
14 47 73 26 "V"
-5.5 68 59 -9 "V"
3.5 69 81 12 "H"
2 92 86 -6 "H1"
12.5 65 78 13 "V"
1.5 79 70 -9 "H"
-6 71 69 -2 "V1"
-11 70 57 -13 "N"
7.5 49 66 17 "VN"
-3 72 73 1 "V"
-7.5 71 59 -12 "H"
-15.5 83 65 -18 "H"
1 49 70 21 "VN"
-3.5 55 54 -1 "N"
-4 70 59 -11 "V"
3 54 64 10 "VN"
-1.5 69 51 -18 "H"
14.5 83 71 -12 "V"
10 47 68 21 "H"
7.5 49 50 1 "V"
1 54 58 4 "V"
-8 52 59 7 "H"
-4 55 49 -6 "V1"
7 68 72 4 "H1"
3.5 70 68 -2 "H"
2.5 46 52 6 "V"
1 69 67 -2 "H"
2 56 63 7 "V"
1 65 56 -9 "V"
-2 85 93 8 "H4"
8.5 73 82 9 "V"
-9 74 56 -18 "H"
-5 57 68 11 "H"
9 62 73 11 "V"
-5.5 71 62 -9 "N"
10.5 50 62 12 "N"
9.5 59 63 4 "H"
-3 65 58 -7 "V"
7.5 72 59 -13 "V"
10.5 54 70 16 "V"
14.5 44 69 25 "V"
1.5 68 47 -21 "H"
-2 35 50 15 "H"
4 46 64 18 "H"
2.5 52 55 3 "H"
1 75 67 -8 "V"
-3.5 91 74 -17 "V"
-8 44 61 17 "H"
-3 64 77 13 "H"
6.5 74 68 -6 "V"
-2 66 47 -19 "V"
9.5 51 64 13 "V"
-10.5 75 50 -25 "H"
-10.5 68 63 -5 "H"
3.5 71 68 -3 "V"
-1 65 63 -2 "V"
-4 70 77 7 "H"
-11.5 81 74 -7 "H"
-2.5 61 46 -15 "H"
12.5 55 84 29 "V"
9.5 66 69 3 "V"
3 83 78 -5 "N"
-6 69 53 -16 "N"
4.5 55 64 9 "N"
-4 76 84 8 "H"
-2 86 76 -10 "H"
2.5 75 78 3 "H"
7 64 73 9 "N"
3.5 63 78 15 "N"
-3 81 69 -12 "N"
-2.5 69 74 5 "H"
15 63 75 12 "V"
15 68 74 6 "V"
5 80 92 12 "V"
-4.5 55 72 17 "H"
6.5 57 81 24 "H"
18.5 53 64 11 "V"
15 67 78 11 "V"
8.5 67 84 17 "H"
3.5 74 91 17 "H"
6 81 78 -3 "V1"
12.5 78 73 -5 "V"
8 86 83 -3 "V"
8.5 72 86 14 "H"
11 64 79 15 "H"
10.5 50 75 25 "V"
17.5 69 84 15 "V"
-3 62 73 11 "H"
-5 74 61 -13 "V"
-1 67 65 -2 "H"
2.5 81 90 9 "H"
13.5 61 77 16 "V"
2 90 67 -23 "V"
3 68 56 -12 "N"
16 72 68 -4 "N"
10.5 65 74 9 "N"
-13.5 91 63 -28 "H"
12 57 85 28 "H"
8.5 62 66 4 "H"
3 62 77 15 "H"
2.5 62 53 -9 "V"
10.5 48 82 34 "H"
17 46 60 14 "H"
15 63 81 18 "V"
18 45 79 34 "V"
10.5 56 51 -5 "H"
12 57 73 16 "V"
4.5 61 77 16 "H"
11 59 68 9 "H"
17 48 75 27 "V"
12 67 91 24 "H"
13.5 64 66 2 "V"
9.5 71 86 15 "H"
18.5 66 86 20 "V"
18.5 55 75 20 "V"
-5.5 72 63 -9 "H"
24 42 79 37 "V"
6 69 71 2 "H1"
8.5 71 69 -2 "N"
20.5 63 91 28 "VN"
3 50 62 12 "V"
20.5 56 82 26 "V"
15.5 81 84 3 "V1"
-6 82 69 -13 "N"
4.5 73 78 5 "V"
11 73 79 6 "V"
-6.5 67 59 -8 "V"
-2.5 74 55 -19 "H"
8 70 58 -12 "V"
-7.5 76 72 -4 "H1"
3 56 79 23 "V"
14.5 67 76 9 "V"
7.5 56 71 15 "H"
-4.5 75 62 -13 "H"
1.5 85 78 -7 "V"
-3 69 64 -5 "V"
-6.5 65 64 -1 "H"
-7.5 60 52 -8 "H"
4.5 60 75 15 "V"
-1 73 64 -9 "V"
-10.5 79 66 -13 "H"
-1.5 62 65 3 "H"
-6.5 72 86 14 "H"
-11 70 46 -24 "H"
2 78 67 -11 "V"
14 58 75 17 "V"
5.5 69 71 2 "V1"
10.5 53 65 12 "V"
18.5 40 46 6 "V"
17 61 72 11 "V"
5 48 65 17 "H"
14.5 67 66 -1 "V1"
3.5 79 74 -5 "V"
10 69 66 -3 "V"
-5 99 86 -13 "H2"
1 59 70 11 "H"
8 69 66 -3 "V"
-3 73 47 -26 "H"
-5 69 71 2 "H"
2 67 77 10 "H"
2 56 63 7 "V"
1.5 68 66 -2 "V"
-7.5 81 68 -13 "H"
1 85 65 -20 "H"
4.5 90 82 -8 "V1"
4 70 75 5 "V"
-3 57 50 -7 "V"
-3.5 72 71 -1 "H"
6.5 85 81 -4 "V1"
-10.5 67 64 -3 "H"
